Index,Title,Tags,Type,Language,Seasons,Z0XM,Imtiyaz,Lights,Legend,DeadPoOl,AvgRating
1746,Train To Busan,"Thriller, Horror",Movie,English,,7.5,9,5,,,7.17
1738,Lucky Bhaskar,"Drama, Comedy, Mystery, Crime",Movie,Telugu,,7.5,,,,7,7.25
1736,Welcome Home,"Horror, Crime, Thriller",Movie,Hindi,,7.5,,,,,7.5
1712,Queen,"Drama, Comedy, Life, Feel Good",Movie,Hindi,,7.5,8,6,,,7.17
1704,Panic Room,"Thriller, Mystery",Movie,English,,7.5,,,,,7.5
1701,The Wild Robot,"Comedy, Feel Good, Sci-Fi, Adventure, Life",Animated Movie,English,,7.5,10,,8,8,8.38
1610,Thirteen Ghosts,"Horror, Thriller, Different",Movie,English,,7.5,,,,,7.5
1550,Khel Khel Mein,"Drama, Comedy, Life",Movie,Hindi,,7.5,,,7.5,,7.5
1283,Suits,"Drama, Crime, Mystery, Comedy",Series,English,9,7.5,,7,7.5,,7.33
1276,Secret Invasion,"Adventure, Action, Sci-Fi",Series,English,1,7.5,6.5,7,,,7
1271,Kota Factory,"Drama, Comedy",Series,Hindi,3,7.5,8,6,8,8,7.5
1186,The Dark Knight,"Drama, Action, Crime, SuperPowers",Movie,English,,7.5,9,8,9,10,8.7
1185,Mission: Impossible - Ghost Protocol,"Adventure, Action, Thriller",Movie,English,,7.5,,8,,,7.75
1184,The Social Network,"Drama, Real Incident",Movie,English,,7.5,8,8,8,,7.88
1107,Meri Pyaari Bindu,"Drama, Comedy, Romance",Movie,Hindi,,7.5,,6,,,6.75
1106,Rishtey,"Drama, Romance",Movie,Hindi,,7.5,,7.5,,,7.5
1105,The Lion King,"Drama, Comedy, Romance",Animated Movie,English,,7.5,7,7.5,7.5,,7.38
1104,Kabhi Khushi Kabhie Gham...,"Drama, Romance",Movie,Hindi,,7.5,6.5,7.5,7.5,7,7.2
1103,Student of the Year,"Drama, Comedy, Romance",Movie,Hindi,,7.5,6,7.5,7,7,7
1102,Son Of Sardaar,"Comedy, Romance, Action",Movie,Hindi,,7.5,7,7.5,6.5,6,6.9
1097,Bhoothnath,"Drama, Comedy, Fantasy",Movie,Hindi,,7.5,9,7.5,7,7.5,7.7
1096,Shaitaan,"Drama, Crime, Thriller",Movie,Hindi,,7.5,8,7.5,,,7.67
1095,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure, Fantasy, Magic",Movie,English,,7.5,8,7.5,,,7.67
1094,Shutter Island,"Drama, Thriller, Mystery, Fantasy, Classic",Movie,English,,7.5,,7.5,10,7.5,8.13
1093,Golmaal: Fun Unlimited,"Drama, Comedy, Feel Good",Movie,Hindi,,7.5,7,7.5,,8,7.5
1092,Phobia,"Drama, Horror, Thriller",Movie,Hindi,,7.5,,7.5,,,7.5
1091,Raaz,"Horror, Thriller",Movie,Hindi,,7.5,7,7.5,,,7.33
1090,Khatta Meetha,"Drama, Comedy",Movie,Hindi,,7.5,7,7.5,,,7.33
1089,Madagascar 1,"Comedy, Adventure",Animated Movie,English,,7.5,7,7.5,,,7.33
1054,Iron Man,"Adventure, Action, Sci-Fi",Movie,English,,7.5,7,7.5,7,8,7.4
1040,Weathering With You,"Romance, Fantasy",Animated Movie,Japanese,,7.5,,7,,8.5,7.67
1035,Sonu ke Titu ki Sweety,"Drama, Comedy, Romance",Movie,Hindi,,7.5,,7,7,8,7.38
1034,Chennai Express,"Comedy, Romance, Action",Movie,Hindi,,7.5,9,7,,7,7.63
1033,Tamasha,"Drama, Romance, Musical",Movie,Hindi,,7.5,,7,7.5,,7.33
1032,ABCD: Any Body Can Dance,"Drama, Romance, Musical",Movie,Hindi,,7.5,7,7,7,8,7.3
1031,Ek Villain,"Drama, Romance, Thriller",Movie,Hindi,,7.5,7,7,7.5,,7.25
1030,Ek mai aur ek tu,"Drama, Comedy, Romance",Movie,Hindi,,7.5,,7,,,7.25
1029,Jab Harry Met Sejal,"Drama, Comedy, Romance",Movie,Hindi,,7.5,,7,,,7.25
1028,Lootera,"Drama, Romance",Movie,Hindi,,7.5,,7,,,7.25
1027,Luck By Chance,"Drama, Romance",Movie,Hindi,,7.5,,7,,,7.25
1026,Chup Chup Ke,"Drama, Comedy, Romance",Movie,Hindi,,7.5,8,7,6.5,7,7.2
1007,Hobbs and Shaw,"Adventure, Action, Thriller",Movie,English,,7.5,10,7,,,8.17
1005,Stuart Little 2,"Drama, Comedy, Feel Good",Movie,English,,7.5,10,7,,,8.17
1004,The Prestige,"Drama, Action, Thriller, Mystery",Movie,English,,7.5,,7,,9,7.83
1003,Jolly LLB,"Drama, Comedy",Movie,Hindi,,7.5,8,7,7.5,8,7.6
1002,Top Gun: Maverick,"Drama, Action",Movie,English,,7.5,,7,,,7.25
1001,Pirates Of The Carribean: The Curse of the Black Pearl,"Adventure, Action, Fantasy",Movie,English,,7.5,8,7,7,,7.38
1000,Brahmastra: Part 1,"Adventure, Action, Fantasy",Movie,Hindi,,7.5,7,7,,8,7.38
999,Constantine,"Fantasy, Horror, Gods & Demons",Movie,English,,7.5,7,7,,,7.17
998,Frozen,"Drama, Comedy, Adventure, Fantasy",Animated Movie,English,,7.5,7,7,,,7.17
968,Main Hoon Na,"Drama, Comedy, Action",Movie,Hindi,,7.5,9,7,7.5,8,7.8
954,Ghost Rider,"Action, Fantasy, Thriller",Movie,English,,7.5,9.5,7,,,8
953,Dangal,"Drama, Sports, Real Incident",Movie,Hindi,,7.5,8,7,8,9,7.9
952,Hera Pheri,"Drama, Comedy",Movie,Hindi,,7.5,9,7,,,7.83
951,English Vinglish,"Drama, Life",Movie,Hindi,,7.5,9,7,7,,7.63
950,Jumanji,"Comedy, Adventure, Fantasy",Movie,English,,7.5,9,7,7,,7.63
949,Hindi Medium,"Drama, Comedy",Movie,Hindi,,7.5,8,7,,8,7.63
948,John Wick,"Action, Crime, Thriller",Movie,English,,7.5,7,7,,9,7.63
947,The Conjuring,"Horror, Thriller, Mystery",Movie,English,,7.5,8,7,,,7.5
946,Boss Baby,"Drama, Comedy, Feel Good, Fantasy",Animated Movie,English,,7.5,8,7,,,7.5
945,Parasite,"Drama, Life, Thriller, Mystery",Movie,Korean,,7.5,8,7,7,,7.38
944,Bajrangi Bhaijaan,"Drama, Comedy, Adventure",Movie,Hindi,,7.5,7,7,7,8,7.3
943,Badla,"Drama, Thriller, Mystery",Movie,Hindi,,7.5,,7,,,7.25
942,Kahaani,"Drama, Thriller, Mystery",Movie,Hindi,,7.5,,7,,,7.25
941,Mission: Impossible – Fallout,"Adventure, Action, Thriller",Movie,English,,7.5,,7,,,7.25
940,Ram Setu,"Drama, Adventure, Action",Movie,Hindi,,7.5,,7,,,7.25
939,Trolls,"Comedy, Adventure",Animated Movie,English,,7.5,,7,,,7.25
938,Dhoom 3,"Action, Crime, Thriller",Movie,Hindi,,7.5,7,7,7,7.5,7.2
937,Entertainment,"Drama, Comedy, Action",Movie,Hindi,,7.5,7,7,,7,7.13
936,Dishoom,"Comedy, Adventure, Action",Movie,Hindi,,7.5,7,7,6.5,7,7
935,Secret Superstar,"Drama, Musical",Movie,Hindi,,7.5,5,7,,8,6.88
934,Go Goa Gone,"Comedy, Action, Horror",Movie,Hindi,,7.5,6,7,6.5,,6.75
933,1920: The Evil Returns,"Horror, Thriller",Movie,Hindi,,7.5,6,7,6,,6.63
802,Koi Mil Gaya,"Drama, Romance, Sci-Fi",Movie,Hindi,,7.5,7.5,7,7,7,7.2
801,Martian,"Drama, Adventure, Sci-Fi",Movie,English,,7.5,10,7,7.5,8,8
800,Spider-Man: Far from Home ,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7.5,7,7,8.5,,7.5
799,Spider-Man: Homecoming ,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7.5,7,7,7.5,8,7.4
782,Black Panther ,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7.5,8,7,7,8,7.5
781,Guardians of the Galaxy ,"Comedy, Adventure, Action, Sci-Fi",Movie,English,,7.5,8,7,7.5,7.5,7.5
780,Spies In Disguise,"Adventure, Action, Sci-Fi",Animated Movie,English,,7.5,7.5,7,,,7.33
779,Incantation,"Sci-Fi, Horror, Mystery",Movie,Taiwanese,,7.5,,7,,,7.25
749,Singh Is Kinng,"Comedy, Romance, Action",Movie,Hindi,,7.5,6,6.5,,8,7
744,Wonder Woman,"Adventure, Action, Fantasy, SuperPowers",Movie,English,,7.5,6,6.5,,8,7
727,Kabir Singh,"Drama, Romance",Movie,Hindi,,7.5,6,6,7.5,8,7
726,Five Feet Apart,"Drama, Romance",Movie,English,,7.5,6.5,6,,,6.67
691,Talaash: The Answer Lies Within,"Drama, Thriller, Mystery",Movie,Hindi,,7.5,8,6,9,,7.63
690,Rowdy Rathore,"Drama, Comedy, Action",Movie,Hindi,,7.5,8,6,7.5,7.5,7.3
689,Aamdani Atthanni Kharcha Rupaiya,"Drama, Comedy, Life, Feel Good",Movie,Hindi,,7.5,8,6,6,,6.88
688,Boss,"Drama, Comedy, Action",Movie,Hindi,,7.5,7,6,,6,6.63
620,Justice League,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7.5,7,6,,,6.83
513,Ryukendo,"Action, Fantasy, Crime, Thriller, Gods & Demons, SuperPowers",Series,Japanese,1,7.5,♾️,,,,♾️
512,Kaiju No 8,"Comedy, Action, Sci-Fi, Gods & Demons, SuperPowers",Animated Series,Japanese,1,7.5,10,,,,8.75
486,Haseen Dilruba,"Drama, Romance, Thriller",Movie,Hindi,,7.5,,,7.5,7.5,7.5
485,Masaan,"Drama, Romance",Movie,Hindi,,7.5,,,,,7.5
484,Salaam Namaste,"Drama, Comedy, Romance",Movie,Hindi,,7.5,,,,,7.5
483,Thoda Pyaar Thoda Magic,"Drama, Romance, Fantasy",Movie,Hindi,,7.5,7,,6.5,,7
469,Yeh Kaali Kaali Aankhen,"Drama, Romance, Thriller",Series,Hindi,2,7.5,,,,,7.5
415,Mirzapur,"Drama, Crime, Thriller",Series,Hindi,3,7.5,,,,9,8.25
392,The 8 Show,"Drama, Thriller, Mystery",Series,Korean,1,7.5,8,,,,7.75
389,Pataal Lok,"Drama, Crime, Thriller",Series,Hindi,2,7.5,,,7.5,,7.5
388,Beyond Evil,"Drama, Horror, Crime",Series,Korean,1,7.5,,,,,7.5
387,The Guest,"Thriller, Mystery, Horror",Series,Korean,1,7.5,,,,,7.5
325,Batman v Superman: Dawn of Justice,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7.5,8,,,8.5,8
324,Identity,"Drama, Thriller, Mystery",Movie,English,,7.5,,,8.5,,8
323,Rock On!!,"Drama, Musical",Movie,Hindi,,7.5,,,8.5,,8
322,Tumbbad,"Fantasy, Horror, Thriller",Movie,Hindi,,7.5,8,,,8,7.83
321,Man of Steel,"Drama, Action, Sci-Fi, SuperPowers",Movie,English,,7.5,8,,,8,7.83
320,Ocean's 11,"Comedy, Sci-Fi, Thriller",Movie,English,,7.5,8,,,,7.75
319,Kingsman: The Secret Service,"Comedy, Adventure, Action",Movie,English,,7.5,7.5,,,8,7.67
318,Knives Out 2 - Glass Onion,"Drama, Comedy, Mystery",Movie,English,,7.5,7.5,,,,7.5
317,Forgotten,"Thriller, Mystery",Movie,Korean,,7.5,,,,,7.5
316,Midnight Runners,"Drama, Action, Thriller",Movie,Korean,,7.5,,,,,7.5
315,Dobaara,"Drama, Horror, Thriller",Movie,Hindi,,7.5,,,,,7.5
314,AK vs AK,"Thriller, Dark Comedy",Movie,Hindi,,7.5,,,,7.5,7.5
313,Fanney Khan,"Drama, Comedy, Musical",Movie,Hindi,,7.5,,,,,7.5
312,Friday Night Plan,"Drama, Comedy",Movie,Hindi,,7.5,,,,,7.5
311,Game Over,"Drama, Thriller, Mystery",Movie,Hindi,,7.5,,,,,7.5
310,Kingsman: The Golden Circle,"Comedy, Adventure, Action",Movie,English,,7.5,7,,,7.5,7.33
309,Bulbbul,"Drama, Fantasy, Horror",Movie,Hindi,,7.5,7,,,,7.25
308,Kantara,"Drama, Action, Thriller",Movie,Kannada,,7.5,7,,,,7.25
307,Raju Chacha,"Drama, Comedy, Feel Good",Movie,Hindi,,7.5,7,,,,7.25
306,Doctor G ,"Drama, Comedy",Movie,Hindi,,7.5,,,7,,7.25
305,Race,"Action, Crime, Thriller",Movie,Hindi,,7.5,7.5,,,6,7
304,Chor Nikal Ke Bhaaga,"Drama, Crime, Thriller",Movie,Hindi,,7.5,6.5,,,,7
303,Minnal Muralli,"Drama, Action, Thriller",Movie,Malyalam,,7.5,,,,6,6.75
1906,Bastards of Bollywood,"Drama, Comedy",Series,Hindi,1,7,,,,,7
1891,Wall to Wall,"Thriller, Mystery",Movie,Korean,,7,,,,,7
1888,Awara Paagal Deewana,"Drama, Comedy",Movie,Hindi,,7,,,,,7
1870,"Monsters, Inc.","Comedy, Adventure",Movie,English,,7,,6,,,6.5
1854,Superboys of Malegaon,"Drama, Life, Feel Good, Comedy, Romance, Real Incident",Movie,Hindi,,7,,,,,7
1846,Khauf,"Fantasy, Horror, Crime, Mystery",Series,Hindi,1,7,,,,,7
1815,Aamis: Ravening,"Drama, Romance, Life, Horror, Different",Movie,Assamese,,7,,,,,7
1802,Kadakh,"Different, Drama, Dark Comedy",Movie,Hindi,,7,,,5,6,6
1788,Don't Worry Darling,"Drama, Fantasy, Mystery",Movie,English,,7,,,,,7
1778,Black,"Life, Different, Drama",Movie,Hindi,,7,,,,,7
1758,Seven,"Life, Action, Crime, Mystery",Movie,English,,7,,4,,7,6
1749,Shastri Virudh Shastri,"Drama, Life, Feel Good",Movie,Hindi,,7,,,,,7
1742,Ram Prasad Ki Tehrvi,"Drama, Life",Movie,Hindi,,7,,,,,7
1737,Khosla Ka Ghosla,"Drama, Life, Comedy, Feel Good, Mystery",Movie,Hindi,,7,,,,,7
1711,Chopsticks,"Drama, Life, Feel Good",Movie,Hindi,,7,,,,,7
1611,Munjya,"Comedy, Fantasy, Horror",Movie,Hindi,,7,,6,,6,6.33
1579,Trap - 2024,"Drama, Crime, Thriller, Mystery",Movie,English,,7,8.5,,,,7.75
1554,Pig,"Comedy, Life",Shorts,English,,7,,,,,7
1549,Stree 2,"Comedy, Romance, Fantasy, Horror, Magic",Movie,Hindi,,7,,7.5,,,7.25
1543,Renfield,"Comedy, Fantasy, Dark Comedy, Gods & Demons, Magic",Movie,English,,7,,,,,7
1542,Manorama,"Drama, Thriller, Mystery",Movie,Hindi,,7,,,,,7
1541,Ek Chaalis ki last local,"Drama, Comedy, Dark Comedy",Movie,Hindi,,7,,,,,7
1530,CID,"Drama, Crime, Thriller",Series,Hindi,2,7,8,7,8,,7.5
1499,X-Men : 7 - Apocalypse,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7,7.5,8,,,7.5
1494,X-Men : 3 - Last Stand,"Action, Sci-Fi, SuperPowers",Movie,English,,7,8.5,7,,,7.5
1493,X-Men : 2 : X2 United,"Action, Sci-Fi, SuperPowers",Movie,English,,7,8,7,,,7.33
1492,X-Men : 1,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,9,7,,,7.67
1475,Jeannie Aur Juju,"Comedy, Romance, Fantasy",Series,Hindi,1,7,,7,,,7
1437,Exam,"Crime, Thriller, Mystery, Different",Movie,English,,7,7,8,,,7.33
1386,Meenakshi Sundareshwar,"Drama, Comedy, Life, Romance, Feel Good",Movie,Hindi,,7,,,,,7
1357,Phineas & Ferb,"Drama, Comedy, Sci-Fi",Animated Series,English,4,7,9,7,,,7.67
1330,Get out,Mystery,Movie,English,,7,,,,,7
1293,What if ... ?,"Action, Sci-Fi, SuperPowers",Animated Series,English,3,7,8,7.5,,7,7.38
1284,The Falcon and the Winter Soldier,"Adventure, Action, Crime, SuperPowers",Series,English,1,7,8,7,8,8,7.6
1274,Wednesday,"Drama, Comedy, Mystery, Fantasy",Series,English,1,7,8.5,6,,8,7.38
1266,Up,"Drama, Adventure",Animated Movie,English,,7,9.5,♾️,,,♾️
1238,Jurassic Park,"Adventure, Sci-Fi, Thriller",Movie,English,,7,10,10,,,9
1237,The Amazing Spiderman 1,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,10,10,,8,8.75
1101,De Dana Dan,"Drama, Comedy, Romance",Movie,Hindi,,7,6.5,7.5,7.5,8,7.3
1100,Kuch Kuch Hota Hai,"Drama, Comedy, Romance",Movie,Hindi,,7,8,7.5,7,6,7.1
1088,Ghajini,"Drama, Action, Mystery",Movie,Hindi,,7,9,7.5,10,8,8.3
1087,Angry Birds,"Comedy, Feel Good, Fantasy, Different, SuperPowers",Animated Movie,English,,7,10,7.5,,,8.17
1086,Mahabharat (2013),"Drama, War, History, Real Incident",Animated Movie,Hindi,,7,8,7.5,10,,8.13
1085,The Wolf of the Wall Street,"Comedy, Crime",Movie,English,,7,8,7.5,8,,7.63
1084,King Kong,"Drama, Adventure, Action",Movie,English,,7,7,7.5,8.5,,7.5
1083,Ralph Breaks the Internet,"Comedy, Adventure",Animated Movie,English,,7,8,7.5,,,7.5
1082,The Ring,"Horror, Mystery",Movie,English,,7,,7.5,,,7.25
1081,Mission: Impossible – Rogue Nation,"Adventure, Action, Thriller",Movie,English,,7,,7.5,,,7.25
1080,Annabelle,"Horror, Thriller, Mystery, Gods & Demons",Movie,English,,7,7,7.5,,,7.17
1079,Golmaal Returns,"Drama, Comedy, Feel Good",Movie,Hindi,,7,7,7.5,,7,7.13
1053,Independence Day 2,"Adventure, Action, Sci-Fi",Movie,English,,7,10,7.5,,,8.17
1052,The Incredible Hulk ,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,8,7.5,,,7.5
1051,Deadpool,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,7,7,7.5,7,9,7.5
1025,Barfi!,"Drama, Comedy, Romance",Movie,Hindi,,7,9,7,,8,7.75
1024,Jodhaa Akbar,"Drama, Romance, History",Movie,Hindi,,7,9,7,6.5,,7.38
1023,Luka Chuppi,"Drama, Comedy, Romance",Movie,Hindi,,7,,7,,8,7.33
1022,Namastey London,"Drama, Comedy, Romance",Movie,Hindi,,7,7,7,8,,7.25
1021,Jaane tu... ya jaane na,"Drama, Comedy, Romance",Movie,Hindi,,7,,7,7.5,,7.17
1020,Bang Bang!,"Comedy, Romance, Action",Movie,Hindi,,7,7,7,7,7,7
1019,Highway,"Drama, Romance, Adventure",Movie,Hindi,,7,7,7,,,7
1018,Bareliy ki Barfi,"Drama, Comedy, Romance",Movie,Hindi,,7,,7,7,,7
1017,Break Ke Baad,"Drama, Comedy, Romance",Movie,Hindi,,7,,7,,,7
1016,Humpty Sharma Ki Dulhania,"Drama, Comedy, Romance",Movie,Hindi,,7,,7,7,,7
1015,The Notebook,"Drama, Romance",Movie,English,,7,,7,,,7
997,Cars,"Comedy, Feel Good, Sports",Animated Movie,English,,7,9,7,9,9,8.2
996,Stuart Little,"Drama, Comedy, Feel Good",Movie,English,,7,10,7,,,8
995,Bolt,"Drama, Feel Good, Thriller",Animated Movie,English,,7,10,7,,,8
994,Munna Bhai M.B.B.S.,"Drama, Comedy",Movie,Hindi,,7,10,7,,8,8
993,Fantastic Beasts: And Where to Find Them,"Drama, Adventure, Fantasy",Movie,English,,7,9,7,,,7.67
992,Hotel Transylvania,"Drama, Comedy, Adventure",Animated Movie,English,,7,9,7,,,7.67
991,The Imitation Game,"Drama, History, Real Incident",Movie,English,,7,7.5,7,,9,7.63
990,The Chronicles of Narnia: Prince Caspian,"Adventure, Fantasy, Magic",Movie,English,,7,8.5,7,,,7.5
989,Harry Potter and the Deathly Hallows Part 1,"Drama, Fantasy, Magic",Movie,English,,7,9,7,7,,7.5
988,My Friend Ganesha,"Drama, Fantasy, Gods & Demons",Animated Movie,Hindi,,7,9,7,,7,7.5
987,Rush Hour,"Comedy, Crime",Movie,English,,7,8.5,7,,7,7.38
986,Pirates Of The Carribean: At World's End,"Adventure, Action, Fantasy",Movie,English,,7,7.5,7,7,,7.13
985,Pirates Of The Carribean: Dead Man's Chest,"Adventure, Action, Fantasy",Movie,English,,7,7.5,7,7,,7.13
984,A Quite Place,"Drama, Thriller, Mystery, Gods & Demons",Movie,English,,7,7,7,,,7
971,The Dark Knight Rises,"Drama, Action, Crime, SuperPowers",Movie,English,,7,8,7,8,8,7.6
970,Jagga Jasoos,"Adventure, Mystery, Musical",Movie,Hindi,,7,8,7,,,7.33
932,Chak De! India,"Drama, Sports",Movie,Hindi,,7,9,7,8.5,9,8.1
931,Mr. Bean's Holiday,"Drama, Comedy, Adventure",Movie,English,,7,10,7,,,8
930,12th Fail,"Drama, Life, Real Incident",Movie,Hindi,,7,9,7,8,9,8
929,Soul,"Drama, Life, Feel Good, Adventure",Animated Movie,English,,7,10,7,,,8
928,M.S. Dhoni: The Untold Story,"Drama, Sports, Real Incident",Movie,Hindi,,7,9,7,8,8,7.8
927,John Wick 2,"Action, Horror, Crime",Movie,English,,7,8,7,,9,7.75
926,Shershah,"Action, War, Real Incident",Movie,Hindi,,7,9,7,7.5,8,7.7
925,The Incredibles,"Drama, Adventure, Action, SuperPowers, Feel Good",Animated Movie,English,,7,7.5,7,9,8,7.7
924,Hotel Transylvania 2,"Drama, Comedy, Adventure",Animated Movie,English,,7,9,7,,,7.67
923,Harry Potter and the Goblet of Fire,"Drama, Fantasy, Magic",Movie,English,,7,8,7,8.5,,7.63
922,Dhoom 2,"Action, Crime, Thriller",Movie,Hindi,,7,8,7,8,8,7.6
921,Lagaan: Once Upon a Time in India,"Drama, History, Sports",Movie,Hindi,,7,9.5,7,7,7,7.5
920,Harry Potter and the Chamber of Secrets,"Drama, Fantasy, Magic",Movie,English,,7,7.5,7,8,,7.38
919,Harry Potter and the Order of Phoenix,"Drama, Fantasy, Magic",Movie,English,,7,7,7,8.5,,7.38
918,Special 26,"Drama, Crime, Thriller",Movie,Hindi,,7,,7,8,,7.33
917,Toy Story,"Comedy, Feel Good, Adventure",Animated Movie,English,,7,8,7,,,7.33
916,Mission: Impossible,"Adventure, Action, Thriller",Movie,English,,7,8,7,,7,7.25
915,Harry Potter and the Philosopher Stone,"Drama, Fantasy, Magic",Movie,English,,7,8,7,7,,7.25
914,Dhol,"Drama, Comedy, Mystery",Movie,Hindi,,7,7,7,,8,7.25
913,KGF,"Drama, Action, Thriller",Movie,Kannada,,7,7,7,,8,7.25
912,Singham,"Drama, Action, Crime",Movie,Hindi,,7,8,7,7,7,7.2
911,Gone girl,"Drama, Thriller, Mystery",Movie,English,,7,,7,,7.5,7.17
910,Bhool Bhulaiya 2,"Comedy, Horror, Mystery",Movie,Hindi,,7,,7,7.5,7,7.13
909,Ta Ra Rum Pum,"Drama, Feel Good, Sports",Movie,Hindi,,7,7.5,7,,7,7.13
908,War,"Drama, Action, Thriller",Movie,Hindi,,7,8,7,6.5,7,7.1
907,Eternals ,"Action, Fantasy, Thriller, Gods & Demons, SuperPowers",Movie,English,,7,7,7,,7,7
906,Crew,"Drama, Comedy, Action",Movie,Hindi,,7,7,7,,,7
905,God Tussi Great Ho,"Drama, Comedy, Fantasy",Movie,Hindi,,7,7,7,7,,7
904,Joker,"Drama, Crime",Movie,English,,7,7,7,,,7
903,Sonic The HedgeHog,"Comedy, Adventure, Action",Movie,English,,7,7,7,,,7
902,Escape Room,"Horror, Thriller",Movie,English,,7,,7,,,7
901,Escape Room:Tournament of Champions,"Horror, Thriller",Movie,English,,7,,7,,,7
900,Bhoot Unkle,"Drama, Comedy, Fantasy",Movie,Hindi,,7,,7,,7,7
899,All the best,"Drama, Comedy",Movie,Hindi,,7,,7,,,7
898,Bhooth & Friends,"Drama, Adventure, Fantasy",Movie,Hindi,,7,,7,,,7
897,Mard Ko Dard Nahi Hota,"Drama, Comedy, Action",Movie,Hindi,,7,,7,,,7
896,Mimi,"Drama, Comedy",Movie,Hindi,,7,,7,7,,7
895,Mission: Impossible 2,"Adventure, Action, Thriller",Movie,English,,7,,7,,,7
894,Mission: Impossible III,"Adventure, Action, Thriller",Movie,English,,7,,7,,,7
893,Thappad,Drama,Movie,Hindi,,7,,7,,,7
892,Despicable Me 2,"Comedy, Feel Good",Animated Movie,English,,7,7,7,,,7
891,Shrek 2,"Comedy, Adventure, Fantasy",Animated Movie,English,,7,7,7,,,7
890,Fantastic Beasts: Secrets Of Dumbledore,"Action, Crime, Thriller",Movie,English,,7,6.5,7,,,6.83
889,Ghost Rider : Spirit Of Vengeance,"Action, Fantasy, Thriller",Movie,English,,7,6.5,7,,,6.83
888,Sonic The HedgeHog 2,"Comedy, Adventure, Action",Movie,English,,7,6.5,7,,,6.83
887,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Fantasy, Magic",Movie,English,,7,6.5,7,,,6.83
886,Wonder Woman 1984,"Adventure, Action, Fantasy, SuperPowers",Movie,English,,7,6.5,7,,,6.83
885,Raazi,"Drama, Thriller, War",Movie,Hindi,,7,,7,6.5,,6.83
884,Neerja,"Drama, Thriller, Real Incident",Movie,Hindi,,7,7,7,6,7,6.8
883,Raid,"Drama, Action, Crime",Movie,Hindi,,7,,7,5.5,7.5,6.75
882,Annabelle Comes Home,"Horror, Thriller, Mystery, Gods & Demons",Movie,English,,7,6,7,,,6.67
798,Maze Runner,"Adventure, Sci-Fi, Thriller",Movie,English,,7,9.5,7,,,7.83
797,Dune,"Action, Fantasy, Sci-Fi, Thriller",Movie,English,,7,8,7,,9,7.75
796,Transformers: Age of Extinction,"Adventure, Action, Sci-Fi",Movie,English,,7,8.5,7,,,7.5
795,Ant-Man ,"Comedy, Action, Sci-Fi, SuperPowers",Movie,English,,7,7,7,7,8,7.2
794,Iron Man 2 ,"Adventure, Action, Sci-Fi",Movie,English,,7,7,7,7,,7
788,Avengers: Age of Ultron ,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7,8,7,8,,7.5
786,Krrish,"Drama, Action, Sci-Fi",Movie,Hindi,,7,9,7,6.5,6.5,7.2
778,Captain America: The First Avenger ,"Action, Sci-Fi, Thriller, SuperPowers",Movie,English,,7,10,7,7.5,8,7.9
777,Ocean's 8,"Comedy, Sci-Fi, Thriller",Movie,English,,7,10,7,,7.5,7.88
776,Men In Black 2,"Comedy, Action, Sci-Fi",Movie,English,,7,8.5,7,,,7.5
775,2012,"Sci-Fi, Thriller",Movie,English,,7,8,7,,,7.33
774,Godzilla vs Kong,"Action, Sci-Fi, Thriller",Movie,English,,7,8,7,,,7.33
773,Transformers,"Adventure, Action, Sci-Fi",Movie,English,,7,8,7,,,7.33
772,Transformers: Dark of the Moon,"Adventure, Action, Sci-Fi",Movie,English,,7,8,7,,,7.33
771,SpiderMan 2,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,8,7,,7,7.25
770,Venom,"Action, Sci-Fi, Thriller",Movie,English,,7,8,7,,7,7.25
769,SpiderMan 1,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,8,7,7,7,7.2
768,Transformers: Revenge of the Fallen,"Adventure, Action, Sci-Fi",Movie,English,,7,7.5,7,,,7.17
767,SpiderMan 3,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,7,7,7,,7,7
766,Attack: Part 1,"Action, Sci-Fi, Thriller",Movie,Hindi,,7,,7,,7,7
765,The Hunger Games: Catching Fire,"Adventure, Action, Sci-Fi",Movie,English,,7,,7,,,7
748,Dil Chahta Hai,"Drama, Comedy, Romance",Movie,Hindi,,7,,6.5,8.5,,7.33
743,Shrek,"Comedy, Adventure, Fantasy",Animated Movie,English,,7,7,6.5,,,6.83
742,NH10,"Drama, Action, Thriller",Movie,Hindi,,7,,6.5,,,6.75
725,Ramaiya Vastavaiya,"Drama, Comedy, Romance",Movie,Hindi,,7,9,6,6.5,,7.13
