Index,Title,Tags,Type,Language,Seasons,Z0XM,Imtiyaz,Lights,Legend,DeadPoOl,AvgRating
1491,Unstoppable,"Drama, Action, Crime, Thriller, Mystery",Movie,Korean,,,,,,,0
1490,Ice Age : 5 - Collision Course,"Comedy, Adventure",Movie,English,,,6,,,,6
1489,Ice Age : 4 - Continental Drift,"Comedy, Adventure",Movie,English,,,7,7,,,7
1488,Ice Age : 3 - Dawn of Dinosaurs,"Comedy, Adventure",Movie,English,,,9,8,,,8.5
1487,Ice Age : 2 - Meltdown,"Comedy, Adventure",Movie,English,,,8.5,8,,,8.25
1486,Ice Age : 1,"Comedy, Adventure",Movie,English,,,7.5,8,,,7.75
1485,Rurouni Kenshin : 5 - The Beginning,"Drama, Action, Fantasy, Thriller",Movie,Chinese,,,,,,,0
1484,Rurouni Kenshin : 4 - The Final,"Drama, Action, Fantasy, Thriller",Movie,Chinese,,,,,,,0
1483,Rurouni Kenshin : 3 - The Legend Ends,"Action, Fantasy, Thriller",Movie,Chinese,,,,,,,0
1482,Eternal Sunshine of the Spotless Mind,"Drama, Life, Romance, Feel Good",Movie,English,,,,,,,0
1481,Rurouni Kenshin : 2 - Kyoto Inferno,"Drama, Action, Fantasy, Thriller",Movie,Chinese,,,,,,,0
1480,Rurouni Kenshin : 1 - Origin,"Drama, Action, Fantasy, Thriller",Movie,Japanese,,,,,,,0
1479,Twilight of Warriors Walled In,"Drama, Action, Crime, Thriller",Movie,Chinese,,,9.5,,,,9.5
1478,Mahabharat - 2013,"Drama, Romance, Fantasy, Thriller, History, Gods & Demons",Series,Hindi,1,,9,8,10,,9
1476,Kismat,"Drama, Crime, Thriller",Series,Hindi,1,,,7,,,7
1474,The Bachelors,"Drama, Comedy, Feel Good",Series,Hindi,3,,8.5,,,,8.5
1473,A Fox Tale,"Action, Fantasy, Thriller, Magic",Shorts,English,,,8.5,,,,8.5
1472,Speed Racer,"Adventure, Sci-Fi, Thriller, Sports",Movie,English,,,8,6,,,7
1471,Alien (1979),"Sci-Fi, Horror, Thriller",Movie,English,,,,8,,,8
1470,A Beautiful Mind,"Drama, Romance, Thriller, Real Incident",Movie,English,,,,6,,,6
1468,Selfless,"Action, Sci-Fi, Thriller",Movie,English,,,3,,,,3
1467,Spectral,"Adventure, Action, Sci-Fi, Horror, Thriller",Movie,English,,,8,,,,8
1466,Volcano,"Adventure, Sci-Fi, Thriller",Movie,English,,,8.5,,,,8.5
1465,Crater,"Adventure, Sci-Fi, Thriller",Movie,English,,,7.5,,,,7.5
1464,We are Nobles,"Drama, Comedy, Life",Movie,Spanish,,,8,,,,8
1463,After The Dark,"Drama, Thriller, Mystery, Dark Comedy",Movie,English,,,7,,,,7
1462,Holes,"Drama, Crime, Thriller",Movie,English,,,5,,,,5
1461,The Calm Beyond,"Drama, Sci-Fi, Thriller",Movie,Chinese,,,8.5,,,,8.5
1460,The Book of Eli,"Action, Fantasy, Crime, Thriller, Gods & Demons",Movie,English,,,6.5,,,,6.5
1459,The Darkest Hour,"Adventure, Action, Fantasy, Thriller, Mystery",Movie,English,,,9,6,,,7.5
1458,The Incident,"Drama, Fantasy, Thriller, Mystery",Movie,English,,,3,,,,3
1457,Mine,"Drama, Thriller, War",Movie,English,,,6,,,,6
1456,Gulliver's Travels,"Drama, Comedy, Adventure, Fantasy",Movie,English,,,8.5,5,,,6.75
1455,Meet Dave,"Drama, Comedy, Sci-Fi",Movie,English,,,5,,,,5
1454,Look Who's Back,"Drama, Comedy, Dark Comedy",Movie,German,,,6,,,,6
1453,Idiocracy,"Comedy, Sci-Fi",Movie,English,,,2,2,,,2
1452,Bad Genius,"Drama, Life, Crime",Series,Thai,1,,6.5,,,,6.5
1451,Jacky In Women's Kingdom,"Comedy, Dark Comedy",Movie,French,,,2,,,,2
1450,Monolith,"Drama, Thriller",Movie,English,,,5,,,,5
1449,How Long Will I Love You,"Drama, Comedy, Romance, Sci-Fi",Movie,Chinese,,,8.5,,,,8.5
1448,Mr Zoo - The Missing VIP,"Drama, Comedy, Feel Good",Movie,Korean,,,7,,,,7
1447,Survival Family,"Drama, Feel Good, Adventure, Thriller",Movie,Japanese,,,8.5,,,,8.5
1446,The Day Earth Stood Still,"Drama, Fantasy, Thriller, Mystery",Movie,English,,,6.5,6,,,6.25
1445,No Way Up,"Thriller, Mystery",Movie,English,,,4,,,,4
1444,The Box,"Fantasy, Thriller, Mystery",Movie,English,,,5.5,6,,,5.75
1443,Accepted,"Drama, Comedy, Feel Good, Dark Comedy",Movie,English,,,6,,,,6
1442,Lean on Me,"Drama, Life, Feel Good, History, Real Incident",Movie,English,,,9.5,,,,9.5
1441,I Am Sam,"Drama, Life, Feel Good",Movie,English,,,8.5,,,,8.5
1440,God Friended Me,"Drama, Life, Thriller, Mystery",Series,English,2,,,,,,0
1439,The Brand New Testament,"Thriller, Dark Comedy",Movie,English,,,3,,,,3
1438,Into the Night,"Adventure, Sci-Fi, Thriller, Mystery",Movie,English,,,5,,,,5
1436,Cubicles,"Drama, Comedy, Life, Feel Good",Series,Hindi,2,,8.5,,,,8.5
1435,Sandeep Bhaiya,"Drama, Life, Romance, Feel Good",Series,Hindi,1,,9.5,,,,9.5
1434,Adulting,"Drama, Comedy, Life, Feel Good",Series,Hindi,3,,9.5,8,,,8.75
1433,Please Find Attached,"Drama, Comedy, Life, Romance",Series,Hindi,3,,7,7.5,,,7.25
1432,Diverse Romance,"Comedy, Romance",Shorts,Hindi,,,7,,,,7
1431,Hostel Days,"Drama, Comedy, Life",Series,Hindi,3,,6.5,,,,6.5
1430,College Romance,"Drama, Comedy, Romance, Feel Good",Series,Hindi,3,,8.5,,,,8.5
1429,Ishq Tamasha,"Drama, Romance",Series,Urdu,1,,9.5,,,,9.5
1428,Jhooti,"Drama, Life, Romance, Thriller",Series,Urdu,1,,10,,,,10
1427,Mere Humsafar,"Feel Good, Action, Musical",Series,Urdu,1,,9,,,,9
1426,What the Folks (WTF),"Drama, Comedy, Life, Romance, Feel Good",Series,Hindi,4,,6.5,,,,6.5
1425,Operation MBBS,"Drama, Comedy, Life",Series,Hindi,2,,7,,,,7
1424,NCR Days,"Drama, Comedy, Life, Romance",Series,Hindi,1,,7,,,,7
1423,Stalled - Omeleto,"Comedy, Sci-Fi, Horror, Thriller",Shorts,English,,,8.5,,,,8.5
1422,Black Hole - Future Shorts,"Comedy, Feel Good, Game & Media, Sci-Fi",Shorts,English,,,9,,,,9
1421,Dust Buddies ,"Drama, Comedy, Game & Media",Shorts,English,,,7.5,,,,7.5
1420,Best Friend - Dust,"Game & Media, Sci-Fi, Thriller, Mystery",Shorts,English,,,9,,,,9
1419,Pip - Dogs Inc,"Drama, Life, Feel Good, Game & Media",Shorts,English,,,9.5,9,,,9.25
1418,The LEGO Story - Origin,"Feel Good, Game & Media, History, Documentary, Real Incident",Shorts,English,,,10,8,,,9
1417,Oruchuban Ebichu,"Drama, Comedy, Romance",Animated Series,Japanese,1,,8,,,,8
1416,Dil Toh Pagal Hai,"Drama, Romance, Musical",Movie,Hindi,,,7,7,,,7
1415,Hamlet (2015),"Drama, Dark Comedy",Movie,English,,,8,8,,,8
1414,Luxo Jr.,"Comedy, Life",Shorts,English,,,9,9,,,9
1413,"Nothing, Except Everything","Drama, Comedy, Life, Romance, Feel Good",Shorts,English,,,,7,,,7
1412,Citizenfour,"Thriller, Documentary",Movie,English,,,8,8.5,,,8.25
1411,First Man,"Drama, Sci-Fi, Real Incident",Movie,English,,,,7,,,7
1410,Black Swan,"Horror, Mystery",Movie,English,,,,6,,,6
1409,Whiplash,"Drama, Different",Movie,English,,,,7,,,7
1408,Ruin - Wes Ball,"Game & Media, Action, Sci-Fi, Thriller",Shorts,English,,,♾️,,,,♾️
1407,"Broken - Rock, Paper, Scissors","Feel Good, Game & Media, Fantasy",Shorts,English,,,7,,,,7
1406,Tale of Momentum & Inertia,"Adventure, Game & Media, Fantasy",Shorts,English,,,8,,,,8
1405,The Present,"Life, Feel Good, Game & Media",Shorts,English,,,8,,,,8
1404,Alike ,"Life, Feel Good, Game & Media, Dark Comedy",Shorts,English,,,10,,,,10
1403,In A Heartbeat,"Drama, Romance, Feel Good, Game & Media",Shorts,English,,,9,,,,9
1402,The Answer - Xin Zhao,"Game & Media, Mystery, Dark Comedy",Shorts,English,,,6,,,,6
1401,CICLO - Felipe Del,"Life, Game & Media, Dark Comedy",Shorts,English,,,7,,,,7
1400,Scrambled,"Life, Game & Media, Mystery, Different",Shorts,English,,,6,,,,6
1399,Tea Time,"Drama, Game & Media, Dark Comedy",Shorts,English,,,7,,,,7
1398,The Small Shoemaker -  La Petite,"Drama, Comedy, Feel Good, Game & Media",Shorts,English,,,10,,,,10
1397,The Albatross -  CG Bros,"Game & Media, Fantasy, Horror, Thriller",Shorts,English,,,9,,,,9
1396,Agent 327 Operation Barbershop - Blender,"Game & Media, Action, Sci-Fi, Thriller",Shorts,English,,,7.5,,,,7.5
1395,Alley Cats - Blow Studio,"Drama, Game & Media, Fantasy",Shorts,English,,,8,,,,8
1394,Johnny Express - Image Works,"Drama, Comedy, Feel Good",Shorts,English,,,9,,,,9
1393,Mr Indifferent - Aryasb Feiz,"Comedy, Life, Feel Good",Shorts,English,,,8.5,,,,8.5
1392,One Small Step - Taiko Studio,"Life, Feel Good, Adventure, Game & Media",Shorts,Chinese,,,8,,,,8
1391,Le Gouffre - Lightning Boy Studio,"Adventure, Game & Media, Thriller",Shorts,English,,,9.5,,,,9.5
1390,Kin of Stained Blade,"Adventure, Game & Media, Action, Fantasy, Magic",Shorts,English,,,9.5,,,,9.5
1389,Rise - League of Legends,"Game & Media, Action, Fantasy, Magic",Shorts,English,,,9,,,,9
1388,Genesis - Overwatch,"Game & Media, Action, Sci-Fi, SuperPowers",Shorts,English,,,9,,,,9
1387,Overwatch Shorts,"Game & Media, Action, Fantasy, Sci-Fi, Thriller, SuperPowers",Shorts,English,,,7,,,,7
1383,Inner Working,"Drama, Comedy, Adventure, Game & Media",Shorts,English,,,,,,,0
1382,Burrow,Life,Shorts,English,,,♾️,8,,,♾️
1381,Day & Night,"Comedy, Life, Feel Good, Fantasy, Different",Shorts,English,,,♾️,,,,♾️
1380,Burn-E,"Comedy, Feel Good, Sci-Fi",Shorts,English,,,9,,,,9
1379,Purl,"Comedy, Life, Dark Comedy, Different",Shorts,English,,,8,7,,,7.5
1377,Float,"Drama, Feel Good, Fantasy",Shorts,English,,,6,,,,6
1374,Mark Angel Comedy,"Drama, Comedy, Feel Good, Game & Media, Dark Comedy",Shorts,English,,,7.5,,,,7.5
1371,Takt op.Destiny,"Action, Fantasy, Musical, SuperPowers",Animated Series,Japanese,1,,6,,,,6
1370,Elusive Samurai,"Adventure, Action, Comedy, History",Animated Series,Japanese,1,,9,,,,9
1369,Yozakura Quartet : Hana no Uta,"Drama, Adventure, Action, Fantasy, Magic",Animated Series,Japanese,1,,9,,,,9
1368,An Interview With God,"Drama, Life, Thriller, Mystery",Movie,English,,,7,,,,7
1367,LBX - Little Battler's Experience W,"Adventure, Action, Sci-Fi, Different",Animated Series,Japanese,1,,9.5,,,,9.5
1366,Roohi,"Comedy, Horror",Movie,Hindi,,,,1,,,1
1365,Ranma Half,"Drama, Comedy, Fantasy",Animated Series,Japanese,1,,6,,,,6
1364,Inazuma Eleven Go: Chrono Stone,"Fantasy, Sports, SuperPowers",Animated Series,Japanese,1,,6,,,,6
1363,Inazuma Eleven Go,"Fantasy, Classic, Sports, SuperPowers",Animated Series,Japanese,1,,7.5,,,,7.5
1362,Inazuma Eleven Go: Galaxy,"Fantasy, Sports, SuperPowers",Animated Series,Japanese,1,,8,,,,8
1361,Kochikame,"Drama, Comedy, Life, Feel Good",Animated Series,Japanese,1,,9,,,,9
1360,Gilmore Girls,"Drama, Life",Series,English,7,,,8,,,8
1359,Ved,Romance,Movie,Hindi,,,,6,,,6
1358,Meet Joe Black,"Romance, Fantasy",Movie,English,,,,6.5,,,6.5
1356,The Matrix,"Action, Sci-Fi, SuperPowers",Movie,English,,,10,8,,,9
1355,The Matrix Resurrections,"Action, Sci-Fi, SuperPowers",Movie,English,,,9,7,,,8
1354,The Matrix Reloaded,"Action, Sci-Fi, SuperPowers",Movie,English,,,8,6,,,7
1353,Matrix Revolutions,"Action, Sci-Fi, SuperPowers",Movie,English,,,7,6,,,6.5
1352,Cinderalla (2015),Romance,Movie,English,,,7,7,,,7
1351,Steve Jobs,"Drama, Documentary, Real Incident",Movie,English,,,7,10,,,8.5
1350,Milo Murphy's Law,"Comedy, Adventure",Animated Series,English,2,,,7,,,7
1349,Bunk'd,"Drama, Comedy",Series,English,6,,,7,,,7
1348,Good Luck Charlie,"Drama, Comedy, Feel Good",Series,English,4,,7,7,,,7
1347,Sydney to the Max,"Drama, Comedy",Series,English,3,,,6.5,,,6.5
1346,Two Weeks Notice,"Comedy, Romance",Movie,English,,,,5,,,5
1345,No Time to Die,"Adventure, Action, Thriller",Movie,English,,,,7,,,7
1344,Jobs,"Drama, Real Incident",Movie,English,,,,8,,,8
1343,Another Cinderella Story,"Drama, Comedy, Romance, Musical",Movie,English,,,,6,,,6
1342,Little Italy,"Comedy, Romance",Movie,English,,,,7,,,7
1341,"Tick, Tick... Boom!","Drama, Musical, Real Incident",Movie,English,,,,7,,,7
1340,A Rainy Day in New York,"Comedy, Romance",Movie,English,,,,6,,,6
1339,The Perks of Being a Wallflower,"Drama, Romance",Movie,English,,,,7,,,7
1338,Atonement,"Drama, Romance, War",Movie,English,,,,7,,,7
1337,Lady Bird,"Drama, Comedy",Movie,English,,,,7,,,7
1336,Guess Who,"Drama, Comedy, Romance",Movie,English,,,,6,,,6
1335,Valentine's Day,"Comedy, Romance",Movie,English,,,,7,,,7
1334,A Lot like Love,"Drama, Comedy, Romance",Movie,English,,,,6,,,6
1333,The Lake House,"Drama, Romance, Fantasy",Movie,English,,,,6,,,6
1332,Sachin: A Billion Dreams,"Documentary, Sports",Movie,Hindi,,,,7,,,7
1329,Lupin,"Crime, Thriller, Mystery",Series,English,2,,6.5,,,,6.5
1328,Girl in the Basement,"Crime, Thriller",Movie,English,,,7.5,,,,7.5
1327,Sherlock,"Drama, Crime, Thriller, Mystery",Series,English,4,,8.5,,,,8.5
1326,Human Centipede 2,"Horror, Thriller, Dark Comedy",Movie,English,,,1,,,,1
1325,Human Centipede,"Horror, Thriller, Dark Comedy",Movie,English,,,2,,,,2
1318,Gravity Falls,"Comedy, Action, Fantasy, Mystery",Series,English,2,,8,10,,,9
1316,Monarch: Legacy of Monsters,"Adventure, Sci-Fi",Series,English,1,,,10,,,10
1315,Star Wars: Resistance,"Action, Sci-Fi",Animated Series,English,2,,,10,,,10
1312,Silicon Valley ,"Drama, Comedy",Series,English,6,,,9,,10,9.5
1310,Star Wars: Bad Batch,"Action, Sci-Fi",Animated Series,English,2,,,9,,,9
1308,We Crashed,"Drama, Real Incident",Series,English,1,,,8,,,8
1305,Seinfield,"Comedy, Life, Dark Comedy",Series,English,9,,9.5,8,,,8.75
1304,Hannah Montana,"Drama, Comedy, Musical",Series,English,4,,9,8,,,8.5
1303,Boy Meets World,"Drama, Comedy",Series,English,7,,,8,,,8
1302,Miraculous: Tales of Ladybug and Cat Noir,"Adventure, Fantasy",Animated Series,English,5,,,8,,,8
1301,The Good Doctor,Drama,Series,English,6,,6,8,,,7
1300,The Descendants of the Sun,"Drama, Romance, Action",Series,Korean,1,,,8,,,8
1298,Doctor Who (2005),"Drama, Adventure, Sci-Fi",Series,English,14,,,8,,,8
1297,Rick & Morty,"Comedy, Sci-Fi, Dark Comedy",Series,English,7,,,8,,,8
1296,Star Wars: Andor ,"Action, Sci-Fi",Series,English,2,,,8,,,8
1295,The Vampire Diaries,"Drama, Fantasy, Horror",Series,English,8,,,8,8,,8
1292,Wizards of Wavelry Place,"Comedy, Fantasy",Series,English,4,,,7,,,7
1291,The Suite Life on Deck,"Drama, Comedy",Series,English,3,,,7,,,7
1289,Chernobyl,"Thriller, History, Documentary",Series,English,1,,,7,,,7
1287,Modern Family,"Drama, Comedy",Series,English,11,,,7,,10,8.5
1285,13 Reasons Why,"Drama, Thriller, Mystery",Series,English,4,,,7,9,,8
1282,Anne with an E,"Drama, Life",Series,English,3,,7,7,,,7
1281,Ted Lasso,"Drama, Comedy, Sports",Series,English,3,,,7,,,7
1279,How I Met Your Mother,"Drama, Comedy, Romance",Series,English,9,,,7,,,7
1278,Jessie,"Drama, Romance",Series,English,4,,,7,,,7
1277,Merlin (BBC),"Drama, Adventure, Sci-Fi",Series,English,5,,7,7,,,7
1275,Star Wars: Mandolorian,"Action, Sci-Fi",Series,English,4,,,7,,,7
1272,2 Broke Girls,"Drama, Comedy, Life, Feel Good",Series,English,6,,8.5,6,,,7.25
1270,Two And A Half Man,"Drama, Comedy",Series,English,12,,,6,7.5,,6.75
1269,Foundation,"Drama, Sci-Fi",Series,English,2,,,6,,,6
1264,Apollo 13,"Sci-Fi, Thriller",Movie,English,,,8,♾️,,,♾️
1247,Taylor Swift : Eras Tour,Documentary,Movie,English,,,♾️,10,,,♾️
1246,Baby's Day Out,"Drama, Comedy, Feel Good",Movie,English,,,♾️,10,,9,♾️
1245,Dunkirk,"Thriller, War, History",Movie,English,,,,10,,,10
1244,Rio 2,"Comedy, Adventure",Animated Movie,English,,,10,10,,,10
1243,Snowden,"Drama, Thriller, Real Incident",Movie,English,,,9.5,10,,,9.75
1242,Enola Holmes 2,"Drama, Thriller, Mystery",Movie,English,,,9,10,,,9.5
1236,Godzilla - 2014,"Adventure, Action, Sci-Fi",Movie,English,,,10,10,,,10
1235,Zathura : A Space Adventure,"Drama, Adventure, Sci-Fi",Movie,English,,,10,10,,,10
1234,Rogue One: A Star Wars Story,"Adventure, Action, Sci-Fi",Movie,English,,,,10,,,10
1233,Ghostbusters (1984),"Comedy, Fantasy, Sci-Fi",Movie,English,,,10,10,,,10
1232,Back to the Future,"Comedy, Adventure, Sci-Fi, Thriller",Movie,English,,,10,10,,,10
1231,Star Wars: Empire strikes back,"Adventure, Action, Sci-Fi",Movie,English,,,,10,,,10
1217,Twister (1996),"Drama, Adventure, Action",Movie,English,,,,9,,,9
1213,Tolkien,"Drama, War, Real Incident",Movie,English,,,,9,,,9
1211,Hidden Figures,"Drama, History, Real Incident",Movie,English,,,9,8.5,,,8.75
1210,War of Worlds,"Adventure, Fantasy, Thriller",Movie,English,,,9,8.5,,,8.75
1209,Rio,"Comedy, Adventure",Animated Movie,English,,,9,8.5,,,8.75
1208,Air Force One,"Drama, Action, Thriller",Movie,English,,,,8.5,,,8.5
1207,Annie (1982),"Drama, Musical",Movie,English,,,,8.5,,,8.5
1205,Chaos Walking,"Romance, Sci-Fi, SuperPowers",Movie,English,,,7,8.5,,,7.75
1193,The Mummy (1999),"Adventure, Action, Fantasy",Movie,English,,,10,8,,,9
1183,Enola Holmes,"Drama, Thriller, Mystery",Movie,English,,,9.5,8,,,8.75
1182,Uncharted,"Adventure, Action",Movie,English,,,9.5,8,,,8.75
1181,Mary Kom,"Drama, Sports, Real Incident",Movie,Hindi,,,9,8,,9,8.67
1180,A Few Good Men,"Drama, Thriller",Movie,English,,,,8,,,8
1179,The Mummy Returns,"Adventure, Action, Fantasy",Movie,English,,,8.5,8,,,8.25
1157,Gladiator,"Drama, Adventure, Action",Movie,English,,,8,8,,,8
1156,Home Alone,"Drama, Comedy, Adventure",Movie,English,,,8,8,,,8
1155,Cobra Kai,"Drama, Comedy, Action",Movie,English,,,,8,,,8
1154,Speed,"Action, Thriller",Movie,English,,,8,8,,,8
1153,The Silence of the Lambs,"Drama, Crime, Thriller",Movie,English,,,,8,,,8
1152,The Godfather,"Drama, Crime",Movie,English,,,,8,,,8
1151,The Nightmare Before Christmas,"Drama, Fantasy",Animated Movie,English,,,8,8,,,8
1150,The Attacks of 26/11,"Drama, Crime, History",Movie,Hindi,,,,8,7,,7.5
1149,Parmanu: The Story Of Pokhran,"Drama, Action, History",Movie,Hindi,,,,8,6.5,,7.25
1148,Pride & Prejudice,"Drama, Romance",Movie,English,,,,8,,,8
1147,Dilwale Dulhania Le Jayenge,"Drama, Romance, Musical",Movie,Hindi,,,9,8,,,8.5
1146,Me Before You,"Drama, Romance",Movie,English,,,,8,9,,8.5
1145,Mohabbatein,"Drama, Romance, Musical",Movie,Hindi,,,9,8,8,,8.33
1144,Titanic,"Drama, Romance",Movie,English,,,9,8,8,,8.33
1143,Fanna,"Drama, Romance, Thriller",Movie,Hindi,,,,8,,,8
1142,Jerry Maguire,"Drama, Romance, Sports",Movie,English,,,,8,,,8
1141,Romeo and Juliet 2013,"Drama, Romance",Movie,English,,,,8,,,8
1140,How to Lose a Guy in 10 Days,"Comedy, Romance",Movie,English,,,,8,,,8
